0,0
0.125333,0
0.24869,0
0.368125,0
0.481754,0
0.587785,0
0.684547,0
0.770513,0
0.844328,0
0.904827,0
0.951057,0
0.982287,0
0.998027,0
0.998027,0
0.982287,0
0.951057,0
0.904827,0
0.844328,0
0.770513,0
0.684547,0
0.587785,0
0.481754,0
0.368125,0
0.24869,0
0.125333,0
0,0
-0.125333,0
-0.24869,0
-0.368125,0
-0.481754,0
-0.587785,0
-0.684547,0
-0.770513,0
-0.844328,0
-0.904827,0
-0.951057,0
-0.982287,0
-0.998027,0
-0.998027,0
-0.982287,0
-0.951057,0
-0.904827,0
-0.844328,0
-0.770513,0
-0.684547,0
-0.587785,0
-0.481754,0
-0.368125,0
-0.24869,0
-0.125333,0
0,0
0.125333,0
0.24869,0
0.368125,0
0.481754,0
0.587785,0
0.684547,0
0.770513,0
0.844328,0
0.904827,0
0.951057,0
0.982287,0
0.998027,0
0.998027,0
0.982287,0
0.951057,0
0.904827,0
0.844328,0
0.770513,0
0.684547,0
0.587785,0
0.481754,0
0.368125,0
0.24869,0
0.125333,0
0,0
-0.125333,0
-0.24869,0
-0.368125,0
-0.481754,0
-0.587785,0
-0.684547,0
-0.770513,0
-0.844328,0
-0.904827,0
-0.951057,0
-0.982287,0
-0.998027,0
-0.998027,0
-0.982287,0
-0.951057,0
-0.904827,0
-0.844328,0
-0.770513,0
-0.684547,0
-0.587785,0
-0.481754,0
-0.368125,0
-0.24869,0
-0.125333,0
